	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
YY1	4689.92	3750.5	4220.59	4376.66	4225.76	3762.68	4278.45	4348.06	3702.98	3907.87	3067.11	4330.56	4381.08	3732.44	4629.32	3448.81	3622.24	2972.69	3337.1	4234.29	4183.35	3752.39	3326.77	876.835	1189.93	1755.08	4041.15	4606.03	4045.52	1460.53	3509.46	1995.81	4382.97	4081.24	4016.77	2970.12	4209.96	3049.48	3842.95	3561.42	3577.88	2652.46	4042.03	3425.41	3652.11	4121.13	3160.54	3990.95	3580.59	3508.58	3831.07	4248.81	3639.76	1556.57	1888.38	3948.48	4791.7	2851.65	4874.39	1492.01	4446.26	3611.03	3430.71	3655.53	3298.61	3760.25	3743.22	3312.55	4172.52	3833.55	3162.25	3579.43	3581.11	3593.64	3646.72	3833.97	4574.62	4229.72	4532.62	4693.81	4155.71	4311.72	4249.88	3175.26	3092.4	3742.41	3790.71	3751.59	3227.15	4000.02	3803.43	3833.55	3219.26	2326.84	2768.84	3456.76	4944.78	4168.91	3572.73	3928.62	3395.79	4040.57	3083.06	3215.09	3445.95	4389.76	4183.81	3995.41	2949.86	3737.55	3437.89	3336.86	3737.96	4503.01	3704.85	3600.25	3420.1	3539.94	3930.6	4775.67	5053.55	3858.77	4004.35	4541.94	3747.53	3263.39	3633.08	3810.42	675.246	4083.59	3499.61	2488.08	3819.49	3803.43	3697.25	4757.98	4410.21	4156.91	4383.44	4070.38	3051.9	3626.15	840.829	4047.86	3806.03	2998.29	3257.29	3886.95	3406.33	3732.71	3754.02	4365.95	4138.38	3823.62	3849.05	4038.39	2608.78	4041.88	4728.76	4446.26	4191.19	3641.07	3958.31	4387.39	2551.8	3721.97	3704.31	3650.53	3850.99	3948.77	3339.02	4401.64	3350.35	3593.38	4035.34	4108.68	3509.46	4167.11	3787.43	3983.34	3629.16	849.72	2603.24	3342.63	3631.38	3338.3	3714.47	4406.72	3442.35	3180.53	3946.21	4368.78	4080.35	3744.02	2550.24	3620.41	3892.55	3716.74	3761.46	3896.06
NPM1	14796.4	13305.6	14299.6	13661.1	14260.5	13784.7	14009	11921.5	12352.2	13549.4	12388.7	10818.6	12953.7	13231	12793.2	14775	13520.1	12446	14828.4	15060.9	15272.9	14470.6	12416.4	14595.2	14492.5	14869	15494.6	14010	14024.1	14461.2	15036	15292.7	14403	13908.4	14436.2	14016	13833.4	13706.4	12820	14316.1	15132.2	14553.2	14118.4	13730.2	12853.3	13665	13923.4	14815.6	14665.8	11918.5	13222.4	14624.1	14221.5	12579.9	15260.8	12808.9	13115.2	12716.5	12929.5	14252.3	13026.7	13514.3	13424	13968.7	14815.6	12429	13388.3	14755.4	10682.3	13958.6	13935.5	14250.2	14127.5	12664.9	14597.3	14570	12464.8	16037.5	12866.3	11075.7	14935.6	11868.9	13732.2	14215.4	13260.6	13716.3	14658.4	13134.2	13851.4	14175.5	13584.6	13338.2	13179.6	13945.5	13255.8	13689.7	12871.8	7729.9	11734.1	14732.5	14647.8	15095.7	13553.3	15185.1	13864.4	15266.3	14431	14262.5	13377.7	14498.8	13938.5	14272.8	13567.9	12988.7	13880.9	13533.8	15505.7	13009.8	14266.6	14894.8	7343.38	11992.2	14683.8	14567.9	15124	13388.3	14010	13852.4	12145.2	14633.1	9028.89	7510.31	14736.2	12681.3	13635.5	16823.3	16531.4	15733.1	12246.7	14328.5	12343.3	13231	14326.4	14440.4	13627.7	12866.3	14584.7	9482.23	13352.6	14020.1	13524	13461.8	13748	13077.5	14775	16023.6	14994.9	13703.5	16196.6	14160.2	14449.7	15613.4	14295.5	15419.9	10474.6	13495.8	14942	14570	14443.5	15088.6	13969.7	15849.1	13724.2	14353.2	15115.3	14637.3	11516.8	13911.4	14010	13963.6	13931.5	13093.5	13537.2	13425.9	14170.4	13727.2	13016.4	13700.5	13316.1	12875.5	14342.9	15181.8	14469	12275.9	13372.9	15045.7	14623.6	14557.4	14241	14753.2
SOD1	3316.97	3646.59	3468.24	3383.58	3207.22	3809.6	2623.01	2374.76	2829.54	3437.89	3442.97	1759.77	1796.67	2972.9	2892.82	3648.17	3481.51	3467.87	5102.21	4108.68	4092.13	4085.06	4298.54	4827.56	4080.06	4286.47	3128.48	2988.58	3279.66	3926.64	3147.47	1496.1	2812.47	2923.2	2620.93	3592.61	4045.52	2819.27	2759.68	2846.62	3841.02	4522.19	1957.78	3060.27	2043.83	2985.78	3175.26	3665.68	3641.07	2865.13	3586.4	4150.63	3178.47	3884.71	5742.54	3900.7	3424.17	2488.26	2113.31	3561.17	3150.88	3346.25	3560.14	3560.91	3495.08	5295.84	4033.88	4029.81	6860.54	3667.14	3736.75	3452.78	4630.65	2740.26	3335.66	3680.63	3144.3	3527.97	3253.54	4271.67	2907.66	3692.86	2735.33	3340.71	3421.82	2619.61	2931.01	2698.14	3339.86	3106.36	3108.15	2644.64	2628.49	3625.76	3272.1	3882.75	2532.94	2613.95	2782.94	5483.38	3251.07	3920.7	2457.97	3251.9	3762.41	3968.45	3860.72	3118.02	2592.2	3765.67	3326.06	3295.05	2440.68	1856.4	2687.67	2739.67	3817.02	3054.1	2278.56	3358.33	2952.2	2549.42	4922.74	2903.47	3739.98	2373.74	3502.89	2713.94	2279.87	3557.58	3327.5	3952.47	2978.69	3473.49	2302.49	4562.76	4037.95	4431.23	3365.83	3085.06	3067.33	4124.4	4072.72	4324.32	3184.2	3486.78	4881.42	5169.55	4869.13	5273.76	4322.45	3784.43	4352.6	4718.21	3417.15	4802.24	4398.63	4054.28	4377.92	4778.42	5001.03	3714.2	4148.09	3971.59	3569.13	3830.79	4303.8	4238.26	4498.46	4573.3	3292.91	4670.19	3669.38	4084.47	2935.02	3847.11	3535.86	2729.43	3792.62	4214.36	3285.33	3726.26	4795.33	2577.86	2727.46	2294.7	2473.25	2559.72	2144.91	3046.63	3533.95	3770.01	3971.59	3180.76	3345.77	3564.63	3163.16	3031.08	3115.66	3080.62
LDHA	6650.29	6167.32	6279.64	7612.45	7839.26	6307.75	6868.45	6636.91	7081.51	7228.67	6585.46	4905.75	6416.39	5048.82	6349.7	6338.74	6734.19	7487.36	6558.94	8616.43	7641.31	8806.58	7545.01	7572.25	7558.63	6836.86	6357.94	6989.76	7702.11	8491.33	7375.18	3161.11	6817.18	5864.22	6675.26	6966.14	6710.94	5197.19	5714.07	6619.7	6807.85	7521.13	5920.68	6298.67	6778	8038.31	6575.73	6755.57	6992.28	5362.07	6662.77	6736.62	6345.59	6988.25	7808.83	5833.87	7839.28	2864.1	5013.3	7502.47	7060.1	6562.73	5767.01	6192.94	5438.13	6808.84	5183.36	6837.59	5123.4	5206.56	6156.89	6052.87	6699.84	4916.02	5807.04	6743.91	8651.57	5172.54	6675.99	5909.81	6758.5	6089.84	5380.85	7372.79	5995.8	7822.62	7384.49	7352.37	6532.29	6868.45	6335.99	9450.87	4640.51	6609.94	5521.43	8470.54	5894.71	6695.49	5675.51	9326.4	6420.54	7212.02	7843.22	7567.34	5756.01	6618.76	5119.15	5639.64	6798.55	6361.37	5502.38	4559.81	6483.3	8157.9	6963.12	5804.53	6517.25	6509.52	4767.42	5881.14	3964.45	5259.35	6844.49	5698.05	6174.66	7548.28	6716.74	5502.37	6209.46	6109.17	6852.64	3698.45	6067.51	6706.11	6125.04	7238.32	8050.46	7548.28	6819.64	7698.77	5764.93	6211.03	8589.77	6484.7	7220.35	6189.36	7272.82	7613.83	7226.85	8293.61	6500.6	7232.07	7607.24	7386.9	6379.51	7903.35	6536.29	6484.24	6519.85	8111.02	6657	5921.54	6597.33	8001.89	5573.39	7078.95	6791.69	7847.73	7498.42	6889.27	7256.08	7401.8	6324.59	6802.47	6452.08	6534.41	5272.63	6464.88	7110.65	6978.7	5631.51	6455.34	7656.45	8599.68	8706.91	7392.75	6155.11	6004.02	5820.01	6371.24	7405.8	8078.36	8890.74	6938.09	6645.51	7866.7	7383.16	7179.11	6086.11	6739.05
XBP1	1014.42	800.455	924.186	594.959	718.616	401.319	828.084	871.545	1027.66	700.696	715.104	992.942	878.732	664.102	806.301	771.521	758.842	703.351	491.446	1060.83	864.914	983.508	768.304	355.005	127.355	394.212	1376.84	1046.49	1111.01	367.444	817.12	639.037	1324.21	902.017	898.645	522.407	513.082	322.846	479.036	1138.69	1109.05	895.348	545.171	1029.58	905.664	637.864	906.186	1017.38	1241.34	1046.56	1118.2	760.649	1374.66	328.146	251.179	596.203	928.859	199.13	473.853	268.431	850.21	1208.6	729.097	620.258	767.806	797.691	592.222	599.174	377.48	862.115	718.563	1024	574.984	887.32	1023.82	933.79	1096.74	818.888	941.729	931.237	816.002	799.188	905.012	741.281	482.239	610.68	903.318	635.204	1012.12	612.001	588.267	492.013	650.23	882.667	571.103	1169.28	627.992	1017.71	927.221	1030.11	480.695	915.636	870.729	964.11	695.19	987.91	819.832	1024.55	767.198	1221.29	740.96	816.767	832.6	700.519	1456.27	1060.03	891.968	749.929	1060.64	1085.58	863.358	1102.72	1051.25	953.06	532.785	1388.6	1100.82	1267.73	280.855	992.012	1005.83	363.076	787.811	723.603	1020.91	1246.18	1374.46	638.393	657.721	575.481	630.281	1092.56	151.548	666.162	844.411	835.394	610.724	903.741	613.945	965.708	559.455	673.74	762.762	517.314	533.283	853.278	755.95	656.206	686.529	1282.98	770.966	1753.19	824.749	1031.44	651.214	692.641	729.124	524.5	558.65	656.348	774.277	555.4	798.439	1108.14	956.636	858.675	1182.67	498.776	728.993	601.77	865.475	209.581	727.733	842.344	768.249	792.765	829.935	844.897	845.445	911.062	1244.56	1212.91	1256.54	815.854	846.269	1547.96	1485.47	1420.78	1279.84	1501.61
CTSD	125.524	85.8558	151.036	87.1647	117.923	106.256	34.5807	98.4225	124.48	95.1729	77.7975	104.472	33.7245	42.0064	182.808	106.801	111.93	204.142	73.9127	87.127	143.235	95.7231	213.898	150.677	111.343	176.837	96.8189	63.8697	85.8311	238.138	53.7899	98.2172	121.118	581.273	764.439	234.157	113.448	120.006	89.6292	60.9038	75.915	106.387	35.2041	111.07	398.266	72.9656	120.9	46.6388	121.38	70.648	71.9217	105.213	88.4043	156.091	84.457	167.233	45.9517	78.7619	89.9721	63.8973	360.262	109.111	104.872	141.247	81.4335	108.055	455.771	99.7359	117.322	217.849	144.437	93.7709	181.863	118.767	126.014	227.964	148.147	117.923	96.3458	143.442	161.502	253.177	126.724	71.318	183.019	85.6335	43.2907	119.351	83.9354	65.2982	139.709	152.457	42.6468	89.6228	73.5885	169.05	26.0047	65.0071	54.5077	179.468	211.691	93.0709	295.042	90.6291	181.274	110.551	224.057	75.9259	85.5225	98.0404	73.5673	88.1118	133.471	93.8384	114.219	108.719	47.7128	177.079	90.871	206.628	114.631	259.755	121.485	155.833	78.2021	180.219	93.0709	103.738	268.237	248.157	160.389	887.512	67.7469	266.888	112.65	75.099	107.605	70.3332	66.9367	37.6031	211.782	59.5671	131.41	175.251	36.5928	251.613	172.123	114.59	194.802	129.008	106.333	153.67	108.476	133.798	169.367	60.7722	269.477	409.97	134.61	95.9994	232.576	178.308	191.49	104.397	156.013	87.6622	79.0405	236.275	140.851	68.1288	267.581	72.0981	91.0677	96.4569	67.9719	138.088	110.011	107.962	104.94	99.4059	97.2524	374.716	94.899	38.5606	47.4011	45.9186	31.6276	33.8657	63.3701	170.887	99.578	88.9537	79.0177	391.551	82.5202	67.4159	70.151	77.2835	80.686	54.0774
MAT2A	2660.51	2379.73	2786.05	1416.59	1022.56	1322.49	2267.59	2583.25	1642.29	2212.08	1913.85	792.821	1741.98	2632.29	1789.05	1857.07	2865.44	1816.06	1336.48	2660.5	2424.38	2507.25	2179.8	2882.42	1537.9	1696.16	3034.36	3033.27	1966.41	2501.74	1870.23	1489.49	2307.14	1349.44	1592.65	2845.29	3207.34	1677.02	2950.08	2764.46	3084.17	4043.78	2493.92	2290.58	2217.82	1484.08	3071.09	3179.61	2690.19	2370.83	2196.52	2441.91	2856.79	2901.17	2139.35	460.657	573.37	1075.49	1395.12	1281.09	3054.54	1884.84	2557.88	3024.1	3150.88	2619.8	1822.61	2558.98	1768.54	2460.28	2121.24	3288.3	1541.51	3012.8	2594.72	3629.55	3314.34	3377.13	1474.33	2323.32	1276.62	1705.23	2976.98	2634.18	3454.77	2986.43	2141.35	2459.21	2751.74	1856.07	2841.6	3324.39	1625.57	2928.69	2058.9	3650.79	2503.91	2453.9	1781.33	510.207	2249.44	1634.73	2962	2735.14	2828.53	2753.33	3555.4	3018.23	1801.2	2497.42	921.66	3518.83	2042.94	1996.67	2918.58	2437.69	2964.57	918.477	3116.56	2082.02	1609.03	2824.05	3095.64	2660.31	3120.16	3437.15	1898.47	3006.83	3562.45	3359.06	1810.83	1785.44	2931.85	2494.9	2938.62	2640.26	1711.75	2646.74	2037.21	898.84	2734.74	3500.88	1760.41	2585.3	2570.07	2891.58	1996.39	1139.26	1474.27	1268	1996.96	2902.85	2557.14	1525.6	1218.3	1815.53	3410.26	2262.04	2786.05	1840.29	3246.75	2919.2	2448.69	3035.46	1705.23	1840.56	3377.01	2829.75	2461.34	2637.22	2317.46	2469.87	2606.62	2469.15	2787.66	1834.47	2139.04	1475.55	2404.89	2671.26	2704.18	1956.37	2934.39	3029.34	3505.42	2822.83	2484.86	2723.34	2863.79	1044	1841.35	3268.33	2882.84	1843.28	2008.21	2926.37	2694.45	2501.74	2835.46	2599.87
ATF4	2415.83	2790.67	2420.36	3051.9	3416.41	3774.09	2938.83	2657.63	3562.45	2843.44	3487.03	5444.79	3539.93	4844.28	2878.69	3254.71	3528.22	3566.04	4044.36	3729.76	3193.04	3293.51	2419.23	4172.51	4666.49	4580.55	3418.38	2106.77	2891.37	3429.97	2937.77	2189.09	3023.88	3844.62	3201.22	3035.24	3261.51	3746.45	2328.68	2969.91	2823.23	3141.58	2573.96	3967.3	3287.23	4010.7	3036.33	3501.88	3116.56	2896.16	2808.22	2844.67	2674.92	3983.05	3780.21	5195.31	4528.38	2816.12	3341.19	3415.67	3149.74	3662.12	3150.77	2568.22	2766.85	2077.38	2450.19	3076.63	2252.28	3278.71	3483.01	3443.59	3642.65	3234.14	2951.56	2446.22	2793.69	3217.87	2880.76	3176.18	3712.06	3565.53	3108.49	3592.35	3074.75	4805	4154.37	4755.41	3317.44	2658.4	2366.91	3253.19	3515.53	3088.17	3292.2	3345.28	1989.2	4231.24	3721.97	3826.1	4235.21	3624.32	3125.33	3853.07	3695.38	3520.73	2920.15	2408.19	3391.88	3093.07	3011.27	2895.95	4119.34	3802.2	3839.36	2705.93	3467.24	3676.4	3322.23	3108.04	3836.73	2082.02	3147.93	3518.07	2892.41	2900.96	3168.86	3322.23	4778.42	3168.86	3886.67	3241.02	2875.99	3240.9	3433.19	3089.95	3677.99	3653.56	2783.54	2945.61	3630.73	3371.06	3737.96	3405.1	3514.27	2864.41	4379.5	3669.52	4004.63	3710.99	3471.74	2801.15	3412.35	3640.94	2859.88	4416.89	4558.49	3522	3767.02	4557.51	3574.02	4788.76	2942.64	3450.05	4138.09	3165.44	3429.48	3462.25	3569.39	3316.25	3471.74	2938.83	3476.5	3360.02	3025.63	3824.04	2575.82	2913.95	3486.03	2935.23	2963.18	3823.35	3346.01	4000.31	4043.77	3378.22	3414.19	2407.32	2210.48	5052.82	3836.04	3105.8	3446.32	3084.17	3699.78	3296.12	3520.6	3293.63	2784.85	2855.35
ODC1	2959.02	1702.77	3122.07	3782.39	3393.72	7872.65	1774.22	2626.89	3319.6	3451.54	2766.45	1088.63	1300.71	1163.78	2535.13	2670.3	2143.98	3216.48	2661.94	3922.96	3406.33	4497.17	2704.08	2994.94	5986.73	3530	3539.94	3280.96	2403.16	4128.56	1699.46	2840.16	3510.47	3450.79	1978.34	2486.92	1310.35	3375.3	2032.96	2253.25	2389.7	4277.83	2313.29	2423.68	2329.01	3304.68	2520.92	3370.81	3434.92	1764.72	3301.95	3156.56	2212.4	3239.96	2754.52	3523.14	3345.53	2344.42	4931.62	2281.02	3127.81	2514.94	1794.6	2171.03	1395.52	952.098	1959.19	2871.23	2521.47	2549.97	2963.92	1499.99	3303.49	1550.42	1463.37	2842.01	1819.59	2283.65	2232.57	4061.88	2015.46	1990.21	1622.76	2392.97	1307.62	1157.46	2166.96	2471.11	2451.78	3131.64	1718.55	505.888	4530.99	1182.12	973.252	4006.37	2451.16	1871.99	2061.57	2902.01	3447.69	2236.52	4195.43	2294.87	1487.4	1393.06	1258.36	1249.19	1528.07	2689.02	2068.12	1237.14	1180.2	2108.44	662.931	2087.43	2166.81	2148.62	1418.63	2209.21	3703.78	1361.26	1441.71	1275.42	1672.14	1479.81	2530.93	461.455	2163.84	1372.29	1409.77	1383.9	1694.94	3184.66	1720.1	3587.18	3671.9	4012.73	3458.26	3315.05	1973.22	3225.18	5965.42	4365.64	2656.67	2273.47	3489.8	4150.48	4153.92	4712.1	3073.19	4652.73	3444.83	3335.66	2534.4	3954.18	3614.42	2664.91	3867.96	4149.14	4736.61	2697.95	3816.2	5752.9	4382.03	2423.68	3133.67	3716.61	3786.61	3767.02	3028.57	3598.83	2820.18	3415.42	2127.97	3178.01	2406.98	2686.7	2924.47	2878.69	2752.93	4015.32	4454.6	3098.65	3032.5	2571.46	1827.48	1794.08	1712.93	2323.82	3219.61	4277.84	4110.46	3207.68	2352.8	3165.44	2948.16	2816.02	2081.12	2968.84
MCL1	21.9861	22.7073	20.5139	25.5811	17.335	19.5697	17.36	19.5895	29.7339	17.1815	30.7701	17.3913	16.6136	14.1406	19.5838	20.4777	19.1017	32.2187	18.6845	17.7023	17.0796	19.287	16.4931	41.9822	72.5776	65.6614	13.0915	14.484	75.3374	25.1997	22.1092	20.3666	22.2635	55.4704	21.8251	19.0604	27.5	13.0313	12.9919	15.2058	16.1079	29.2305	17.7457	15.2557	22.9425	19.6545	23.9992	17.2627	16.448	15.1097	21.3177	13.2777	17.4057	28.5612	26.9936	16.4623	26.665	12.1709	12.9994	30.6208	22.1578	34.5583	194.48	18.7742	21.6341	16.5383	17.2938	15.6526	15.4154	16.4125	18.3662	19.2696	28.6529	40.0211	40.5785	12.2651	30.6164	13.7192	18.3728	17.4139	25.1299	48.2243	13.6285	16.8165	16.5855	23.1517	18.1295	35.2041	19.7141	25.9094	19.4068	12.8208	16.8608	24.989	20.5642	24.7436	11.903	16.3712	30.8979	31.9782	16.0333	32.4353	23.7233	14.7462	20.6995	22.0043	15.6481	17.9127	48.5083	30.9123	24.5828	12.6812	220.502	44.4795	19.8166	40.6883	12.4728	27.5337	13.6964	15.3533	17.1351	23.464	11.4035	23.0137	15.6278	20.2605	18.0396	17.3331	42.8007	16.5741	22.763	44.9627	20.9666	16.0033	20.9953	15.3422	19.9901	17.3113	13.9715	18.3225	23.3965	19.7354	43.4281	22.722	14.9656	22.2843	27.7698	30.2699	16.8511	18.7027	16.7012	18.618	17.0121	21.7372	23.6968	19.6389	12.9056	15.3732	27.2977	94.0212	16.6892	23.1567	17.5145	13.9907	19.7254	17.3813	15.7516	13.1383	17.7502	16.5503	15.8455	42.3162	16.0535	14.2254	21.7185	18.9919	16.776	16.0315	16.0778	12.1184	22.7073	25.2515	12.5879	19.8251	20.3578	12.3316	13.8054	15.3865	14.1998	21.9537	19.3538	18.0734	19.8645	15.3019	20.5191	17.1246	15.6233	16.7301	16.802	13.6197
GSTP1	426.065	686.9	557.062	638.048	701.125	564.761	595.795	349.914	642.569	531.595	636.579	321.21	624.675	294.182	580.917	517.146	661.451	823.888	888.376	319.848	503.506	383.829	580.373	1195.39	482.9	775.506	709.382	486.111	803.952	740.88	656.656	249.906	421.364	397.792	460.525	575.668	729.229	427.88	458.918	531.156	787.102	639.106	244.316	893.576	807.726	582.007	707.239	547.986	451.084	355.761	493.095	543.034	457.07	800.829	698.327	860.78	1001.09	288.557	297.315	386.103	301.304	576.747	609.23	511.366	603.877	691.867	595.087	703.478	337.728	838.984	845.963	495.553	696.217	642.384	662.119	387.957	520.811	607.06	264.505	527.798	493.948	692.466	477.433	735.932	767.834	483.143	506.599	658.503	878.574	335.255	451.376	414.066	451.669	673.279	497.556	527.19	493.486	798.669	704.544	965.256	735.72	1086.63	1072.82	621.891	600.146	529.36	710.251	507.695	348.581	504.123	533.264	437.118	946.661	258.476	416.114	434.152	413.097	667.579	606.143	890.555	321.581	177.053	530.085	511.587	1145.56	1235.4	877.245	717.762	765.459	635.708	889.529	995.628	417.375	568.844	375.351	591.646	898.547	444.054	985.919	327.662	489.52	671.439	486.146	486.707	556.361	730.517	904.132	1048.83	721.235	1143.58	393.8	674.153	664.796	513.36	747.77	476.3	797.261	711.788	860.781	896.026	810.933	879.208	704.188	492.633	826.682	806.04	773.664	647.798	818.328	651.378	823.65	495.089	664.03	736.038	455.755	522.238	454.509	375.027	523.444	435.656	667.484	830.684	1241.56	389.315	570.671	518.078	776.848	786.194	606.624	582.846	894.156	433.278	581.944	710.661	763.641	515.881	571.865	443.127	444.022	457.235
NCOR1	502.727	432.389	495.249	689.504	383.483	696.945	279.261	460.392	428.821	467.007	425.896	248.211	279.422	300.037	292.313	432.872	442.776	287.591	601.467	468.962	416.459	539.389	326.766	581.19	469.182	427.418	409.586	629.374	414.439	407.452	457.285	126.014	480.384	395.835	352.026	362.971	269.419	696.343	463.053	382.297	470.163	432.888	388.881	415.291	372.643	470.722	398.553	393.191	387.12	488.481	423.632	483.265	409.173	384.368	476.043	303.734	387.399	528.655	737.233	398.051	488.868	501.136	377.398	426.418	388.461	534.668	400.655	464.858	756.059	421.744	436.804	414.185	416.61	439.012	399.632	419.743	599.477	477.245	539.739	634.953	756.332	463.12	452.532	342.976	367.577	456.988	383.538	398.754	465.009	371.611	433.887	546.627	460.359	281.95	350.406	342.815	377.453	277.616	357.495	495.285	428.76	469.435	275.166	284.07	332.837	547.217	324.409	470.4	253.488	416.7	352.737	397.635	493.149	308.209	375.581	315.079	518.882	382.876	509.656	537.895	510.465	528.731	442.601	461.023	325.415	466.704	463.938	432.389	461.139	407.511	475.666	369.223	406.265	425.069	495.678	341.73	342.05	448.669	371.196	376.855	381.664	393.56	474.229	470.383	236.718	383.926	416.699	489.714	393.929	362.945	378.052	391.1	469.672	420.772	426.264	493.007	341.718	446.316	520.304	438.143	473.751	400.828	447.862	534.9	428.729	415.561	428.358	381.005	443.942	459.961	331.592	443.911	422.169	493.54	418.475	386.98	391.918	501.66	461.488	489.115	443.559	367.63	434.262	312.075	315.738	327.237	340.06	333.413	265.106	348.618	421.045	409.645	424.472	293.283	308.82	356.107	371.357	450.515	417.601	468.591
EPAS1	60.0238	18.5604	80.8198	52.424	120.952	100.385	36.8388	159.387	74.2998	138.516	84.4144	698.957	78.0164	38.7583	187.234	117.864	141.961	180.063	149.444	63.8421	292.987	23.0651	558.771	70.4955	92.1767	174.923	41.5908	137.859	63.6263	736.861	80.8956	28.398	75.751	562.325	619.677	651.965	340.084	158.026	126.56	87.2212	107.985	78.3234	63.5576	22.4147	111.507	15.8238	315.988	75.0503	1165.29	125.723	14.6974	195.759	120.058	629.305	107.814	94.1229	72.8605	101.125	89.7843	34.1105	1239.91	40.1771	60.1884	388.587	27.0793	39.6451	1112.42	167.281	1294.87	301.076	334.315	18.3675	558.57	155.295	174.734	116.345	19.3009	16.7277	120.283	78.8584	80.3264	51.6518	23.6311	119.153	351.519	21.6076	95.6128	119.592	32.658	282.987	226.581	17.9618	53.916	25.6512	121.748	26.425	43.8289	29.3338	18.97	28.9517	100.45	29.3909	142.612	14.4923	26.7574	21.3031	83.7722	17.1833	25.216	69.447	17.914	24.117	50.1014	100.421	143.68	25.0828	22.0035	496.893	290.591	55.2292	66.2458	479.986	112.019	79.1658	46.0761	59.8338	31.962	49.7524	60.5167	112.772	38.75	1832.22	74.8558	539.739	24.8884	68.9832	143.426	59.808	340.869	35.7228	303.144	74.2195	231.573	1032.56	329.283	209.71	503.56	84.1048	201.004	80.5814	39.3407	108.766	102.93	602.638	463.02	241.507	203.87	931.003	89.1366	347.365	239.015	230.807	512.417	48.3983	135.838	29.7767	313.924	454.918	805.082	200.115	410.294	175.377	129.511	244.519	32.7452	317.953	796.83	522.181	82.6035	383.29	80.1761	878.1	26.5213	348.819	368.372	276.418	28.4318	28.398	541.491	139.603	34.4812	100.609	58.8378	421.349	153.046	64.5405	36.7977	84.1746	145.314	61.1324
STAT1	1192.34	874.816	1455.28	1129.13	918.477	1013.03	2220.7	1584.07	1131.98	1668.89	1717.81	1564.45	1400.15	639.452	3782.52	917.155	1251.67	1539.96	782.888	1491.37	1974.21	1856.54	2850.41	1658.7	543.054	1133.53	1147.83	2512.04	3532.55	1505.07	1100.93	2693.68	2357.55	1711.14	2632.67	1683.74	2349.41	1249.86	979.16	1316.03	1036.06	976.624	1278.64	1464.32	652.576	1049.73	1117.48	1020.28	1341.88	2738.88	845.202	1432.19	1585.44	2266.28	1327.55	2656.1	1196.64	815.473	747.34	749.767	5581.42	759.061	1226.23	2519.11	1140.82	3400.45	2595.38	1141.97	2575.26	3258.46	1322.97	3344.81	2927.42	1006.19	2360.77	1817.63	1414.24	1210.6	1504.75	1082.69	2461.69	936.25	1659.06	3379.44	2021.28	821.31	1037.25	777.156	1513.23	1120.46	1186.43	1386.7	901.433	1272.76	1122.4	1849.33	1525.93	1046.86	1554	3867.96	1298.51	1545.62	1406.82	1023.96	3037.21	1081.2	1497.93	1301.32	1505.83	1233.85	1559.27	2353.13	996.669	1790.59	1348.86	1169.79	2082.32	2065.29	1407.33	1009.61	1100.78	2420.89	1187.62	1121.27	880.38	1070.59	1403.38	2597.62	579.35	839.376	1166.09	4990.24	1499.99	1478.53	1354.51	1295.9	1631.2	1130.68	2754.12	788.095	1602.43	920.067	1077.78	888.857	1122.24	1057.25	1641.58	1011.86	1405.41	1427.86	1503.23	1352.07	1773.26	1692.38	1907.79	1604.17	1986.34	1810.44	1829.45	3019.75	1454.65	2538.97	1445.66	2283	680.374	815.767	1005.68	1373.67	1411.49	1473.85	1716.07	1187.79	1160.64	1824.84	1721.65	2159.17	4637	1322.59	1893.42	2362.99	893.351	1756.1	2628.12	633.536	873.179	706.907	671.511	628.852	835.395	517.948	1008.73	1197.85	956.361	1086.2	829.397	5677.54	1086.75	1216.81	1246.71	918.61
