	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
ABCB1	111.686	157.345	57.0995	63.4238	64.544	48.4568	38.9683	159.246	36.6674	95.7007	95.4614	175.69	55.3995	38.2996	41.4017	78.5933	130.079	96.1708	249.362	162.38	88.8049	153.855	197.626	223.883	79.1202	68.8827	273.216	56.5346	111.534	26.0662	118.176	20.2671	91.0596	58.4397	126.749	139.958	115.627	74.6674	187.379	59.667	108.451	284.249	94.3894	108.764	107.14	81.4761	58.9641	76.9987	196.342	52.1669	236.544	45.5455	120.359	110.39	141.418	220.299	30.7043	25.7916	30.665	538.486	64.4023	97.5103	168.913	97.4015	368.08	204.713	166.872	64.4394	110.366	330.977	78.1416	258.239	14.4337	76.9433	137.124	206.967	317.752	274.35	242.829	87.4871	232.891	194.238	389.463	120.134	221.7	319.669	91.7709	141.489	68.3783	80.7136	102.904	430.764	112.543	223.625	91.0595	73.0248	37.6241	73.8076	98.3003	445.408	28.1511	61.041	112.644	354.488	306.189	369.642	494.242	364.144	248.027	59.7079	242.2	457.837	112.997	50.6138	218.623	175.627	123.433	241.991	185.418	306.598	310.141	516.709	149.922	232.665	87.8503	12.344	153.617	281.113	16.1582	330.584	91.204	14.1873	193.275	63.7996	289.384	45.2381	43.4383	22.6432	32.2181	38.6294	94.7079	173.302	121.286	169.328	38.1042	56.847	117.752	68.786	44.6939	112.397	35.8698	77.4885	83.5417	59.8974	45.0625	54.8861	247.688	91.5331	91.5068	53.1476	48.5031	215.69	100.448	59.986	25.162	85.1367	112.709	41.5369	38.1922	45.5784	45.3687	44.7583	44.9652	48.1089	135.772	41.3734	21.8566	36.4744	68.1153	55.4615	109.172	54.1272	96.0634	47.3977	36.6113	30.8156	64.5021	64.9404	51.9737	285.296	147.325	144.43	135.679	123.526	55.4075	83.4394	94.1009	76.2947	183.928	98.5876
SOCS1	15.038	17.6806	31.3938	15.975	17.0944	15.7408	21.4	14.6372	13.5756	11.221	18.2843	22.4535	18.6193	17.5272	19.0247	15.8387	15.2673	17.9295	24.5624	21.1548	16.7639	13.6492	18.6046	19.9642	11.6451	14.7706	18.5003	16.005	17.4277	15.8318	18.5831	13.7726	19.1485	18.3173	16.0292	16.979	23.0818	19.7738	15.6143	19.7368	15.4498	13.8014	13.2978	16.5789	18.9331	15.7001	12.9424	13.3746	10.8107	11.2614	14.9311	16.2924	12.4692	16.3582	13.5161	21.756	23.1267	35.0346	27.6112	21.135	18.5938	15.7726	16.5193	14.0807	16.8414	14.3273	13.5287	13.0877	12.1368	11.4884	12.8726	13.5268	15.5447	15.4365	15.691	16.8681	19.7738	19.6928	19.1595	14.2398	21.6045	17.055	18.7904	16.9937	16.6579	17.3288	17.124	12.4181	15.6944	17.2081	12.4962	15.8592	22.855	16.0732	12.818	22.969	15.5761	16.0431	12.3699	17.5575	20.2321	20.7981	19.9743	14.4746	22.3197	19.2038	17.4616	16.3712	18.8094	17.3738	15.8387	13.2299	13.8104	11.4669	12.8217	16.4362	18.0033	21.8566	17.5208	17.9864	15.7976	17.8303	16.9192	13.8682	15.7726	14.4704	15.3754	16.454	26.6458	15.8569	14.0028	18.5898	13.6757	12.962	14.159	21.9244	32.8539	16.1405	22.3728	23.0934	13.8682	16.0882	14.1774	17.7867	19.6899	13.9977	22.0178	17.0378	22.2538	21.4788	17.4465	18.842	16.5372	20.6652	16.1661	15.7908	14.5101	20.9727	15.7476	16.828	19.0343	13.1985	17.1648	16.9375	25.7846	18.2698	16.1626	17.6437	16.7832	19.0275	17.8637	18.2251	19.9354	14.2984	13.4084	12.6556	17.3088	14.7909	14.5835	16.0131	23.9819	11.0278	24.4953	23.4454	25.4084	20.7457	23.6269	19.574	18.0033	18.3926	14.8828	19.3929	16.3759	17.8637	13.1605	16.4765	15.3003	17.9644	14.5667	13.9927
GATA6	6.93201	7.94894	7.27012	11.082	8.06431	8.18843	7.27641	7.76106	8.33425	6.97158	8.98013	8.21502	7.99316	8.53477	6.90161	7.11262	7.78066	8.92851	7.18369	7.13829	7.65224	7.19042	7.29268	7.98395	8.04574	7.65389	7.3613	7.42522	7.71146	9.45416	6.72588	7.47353	7.0519	7.52485	9.26001	9.22074	9.23969	10.3287	8.03936	7.54386	8.26251	8.02143	8.08234	7.19872	7.80761	7.50482	10.0237	9.05288	13.3141	7.17025	7.21169	7.49428	6.70652	7.459	8.53109	7.93007	8.90731	10.3287	7.63187	8.19787	9.03204	8.07652	6.63014	13.3141	8.29053	6.97158	15.7885	9.28942	10.9368	7.58528	10.6208	9.72498	8.29053	8.6574	7.5531	7.3285	7.11006	7.30214	6.15594	7.56454	7.13263	6.78575	7.26358	7.03363	7.85586	6.71813	6.75404	8.42056	7.842	8.45826	8.29471	7.73343	7.85105	6.60844	9.8434	8.22687	7.56617	7.0139	7.289	7.34065	8.28158	7.63077	7.74012	7.47406	8.31386	7.8669	8.58009	6.51601	6.88622	8.37217	8.15546	7.77898	8.36192	6.74286	7.78346	8.48145	7.11211	6.50803	7.21325	7.35494	8.18077	7.79918	8.19551	8.13492	7.24137	8.80173	8.79508	9.26535	7.04479	7.79075	8.79318	8.09283	7.69758	16.4789	7.30583	8.12848	7.69425	8.29471	8.20083	7.85444	7.18524	7.48484	8.93366	7.55255	9.39848	7.17386	7.83748	7.96155	7.43084	7.99316	8.52371	7.74486	7.64452	7.68816	10.1181	10.6131	8.87081	14.1172	8.40541	11.1027	7.92379	7.66824	12.7646	7.25338	8.43817	6.72539	9.35591	7.01087	8.6272	9.8775	8.86378	10.8614	8.78305	8.04516	8.06373	7.94894	10.1513	8.36011	8.74957	7.71812	7.88108	9.83773	7.1075	9.37514	8.39451	7.40866	7.68096	8.65116	12.4674	7.22938	6.63348	7.45255	7.4547	7.46169	7.73873	7.01542	8.33125	6.82399	6.93851	6.77744
APEX1	5562.96	5417.21	5558.95	6654.01	4066.71	4299.47	5178.41	3462	5153.94	4683.34	5545.75	3312.79	5388.5	4565.73	3571.19	5798.26	5584.94	6053.09	7135.28	6860.42	6704.54	6358.75	4288.95	8360.65	6837.71	7051.47	5469.96	5563.57	5719.42	7763.8	6237.71	1922.39	6324.59	6466.51	5721.48	6623.04	4689.07	4587.49	6761.91	6637.26	6145.37	7096.32	4333.05	6447.78	7092.23	5919.19	6145.59	6053.09	5277.94	3565.66	5532.58	6008.23	6079.53	7229.98	7114.11	4503.81	5846.49	1758.12	3870.19	4194.82	5164.52	6307.75	5445.58	5554.15	7967.95	5099.55	3664.23	6730.79	4386.92	6843.76	6136.85	6879.59	5210.97	7392.47	5314.09	7160.9	5329.14	8042.06	4718.05	6691.63	7667.77	6040.89	8279.87	7249.79	6333.71	7338.08	6832.67	5666.31	6568.87	5068.14	6419.16	5868.23	3332.48	4864.22	5499.99	5909.17	4298.85	3666.02	4319.96	6369.75	7584.26	8804.68	7668.33	6912.89	7680.49	8395.2	5891.21	6978.18	4864.49	6526.76	6821.6	6923.1	8158.92	4039.99	7350.52	7403.93	6907.66	4481	5370.58	8303.47	4703.96	3556.3	8106.34	7295.26	8262	7008.92	7541.08	7588.08	7718.63	7941.58	5065.58	2149.55	6052.21	6279.64	6857.08	7062.91	7127.96	7297.49	6066.19	4883.54	4818.88	5297.75	5420.53	5514.57	5318.98	5578.82	5957.26	5587.86	7207.88	9331.1	6219.52	6769.71	7371.87	6058.1	5561.36	5535.67	8235.25	7062.39	5818.65	6448.36	5380.07	6019.17	5985.44	7476.3	6659.89	7391.94	6688.5	7171.87	6937.08	6305.48	7093.5	5940.76	6376.29	6510.92	7185.06	6330.06	3807.13	5135.4	6887.28	5786.99	5930.92	6864.5	6917.12	6135.19	5377.74	4479.38	5518.85	5673.67	4778.34	4555.54	6966.63	6900.07	8172.89	5564.16	6540.06	6513.73	6684.89	6708.77	6273.31	6193.15
NOS2	31.439	26.7015	27.0734	25.2697	23.017	30.7269	30.2481	26.2627	23.1467	27.3085	26.6093	25.8348	28.858	25.9411	29.612	28.3327	21.1593	32.5101	28.8871	29.6099	22.7778	29.1191	32.0889	27.7688	28.8621	29.7982	27.1262	23.7327	23.3864	32.6251	25.9767	41.6688	26.2835	26.5442	26.0742	21.3923	27.9173	25.3481	27.3637	21.3954	25.4396	30.6672	32.0381	27.5179	30.3048	28.113	26.3233	26.4355	26.506	25.5737	25.6956	25.0919	25.8088	28.858	28.4329	36.4823	26.0141	27.2339	26.1042	47.9731	29.9661	26.3879	30.0548	26.1306	21.8141	26.2173	25.2934	30.5966	24.7579	27.9555	22.1483	29.8326	23.7977	30.6407	32.6251	25.3098	24.7632	24.3072	26.7323	29.2305	28.9183	24.7062	28.349	23.115	25.8237	25.2897	27.3696	24.0598	22.0774	29.117	24.7383	25.605	28.6921	28.0928	26.9411	30.6098	25.2078	20.7532	27.9857	29.7017	31.9183	29.3254	30.6451	27.179	31.8838	28.556	29.2948	28.688	33.6056	24.883	33.1392	23.9836	19.8023	22.3921	24.7222	26.9897	24.5624	23.5351	29.497	30.8467	22.5817	27.9374	29.1002	25.2187	26.1607	32.9108	30.0786	26.157	24.7347	26.1815	25.2733	31.7006	24.8741	31.1403	24.8257	26.7632	32.1607	24.3037	26.1193	26.9644	23.1017	25.9224	32.3419	25.9486	20.631	27.5784	31.6094	34.0811	38.3777	31.4594	31.0474	31.4096	32.4306	24.6227	27.5953	30.4427	25.7939	26.0066	27.2849	25.7549	26.5902	25.7289	23.1751	23.9043	32.4657	27.6311	26.5184	25.8609	22.0647	26.4355	28.5601	30.3299	38.1186	27.7428	30.6451	23.257	27.1516	25.9113	28.9997	25.2824	36.3642	31.7921	25.0503	26.0104	24.9675	25.8758	23.7327	25.1226	25.197	29.6419	29.2305	27.2849	29.2031	29.659	28.1922	29.9402	24.6245	23.8647	26.2551	17.2951
IGFBP3	21.4603	19.4825	27.7868	20.432	26.9751	38.9263	23.4016	20.7757	21.1373	19.6432	30.1872	175.302	22.0853	28.6323	25.2042	20.8484	70.0601	34.8973	21.3431	21.2564	23.814	22.1483	29.8079	17.9204	33.939	36.8601	19.1527	17.33	20.2978	41.2046	18.495	22.9317	20.446	20.5472	28.8673	22.0488	24.6085	28.8362	17.0452	19.6071	17.6844	18.0292	20.9183	17.4755	16.7615	16.4463	146.196	27.411	30.4153	21.1792	16.9424	17.4792	16.2209	17.3213	37.6465	18.6294	22.5005	30.3059	25.6069	29.3931	28.9694	18.4391	17.3713	19.4755	18.4378	14.5253	21.4974	22.1618	21.945	18.7742	37.6058	15.126	23.0162	25.4011	18.467	13.0731	17.3438	14.0939	16.1894	18.3331	19.0549	18.0481	18.091	18.0422	24.0615	26.7969	17.9353	29.1852	19.6779	19.3134	14.471	18.3173	25.4377	17.8612	24.3133	21.9047	22.1467	19.237	18.8855	17.7125	19.4068	32.5688	48.442	26.2117	18.7742	21.7764	18.1674	19.4825	20.2554	22.1483	15.0629	16.8796	21.8236	30.2612	22.3309	16.7663	18.6287	21.2342	14.734	18.9018	15.3268	18.8596	16.8796	20.4254	18.543	17.3194	18.1517	20.8386	38.1736	18.455	22.2298	23.7241	17.9515	20.8341	19.4755	18.5972	19.9168	17.6641	30.005	21.2112	22.959	21.0901	53.6448	228.656	191.794	23.4252	309.009	23.252	38.3114	39.1936	22.0083	31.9943	22.6893	37.0732	26.715	66.3462	17.3488	29.4673	20.2292	50.8102	37.8996	16.1138	37.0158	20.0391	27.2555	22.5119	22.6518	18.2646	29.3296	22.1395	31.0765	98.5396	26.7535	17.7419	19.7055	25.5958	18.3186	21.9624	18.0214	18.394	25.1552	80.4017	23.5377	39.2614	39.3719	44.2876	22.9012	21.499	54.9672	56.1014	19.1182	17.2646	22.314	35.307	33.3716	16.0593	18.6677	23.4632	17.8637	19.6064
FOXA2	15.1097	11.3576	28.4923	20.5287	23.3342	26.3727	23.6882	17.2379	17.444	16.0131	26.5079	37.4881	20.9349	18.495	27.1467	23.0468	15.1932	15.8615	18.804	16.536	15.5369	11.9899	15.6036	15.5168	13.2547	12.9554	12.3832	15.1998	18.5296	16.8632	21.4943	31.4504	15.0716	16.2841	14.5295	23.1175	32.6134	27.8229	20.0955	13.3169	16.3217	18.5483	16.5247	18.618	15.6933	22.5931	18.7155	15.9693	12.6985	16.0575	17.56	13.3145	22.347	15.8045	10.6449	16.7349	27.4802	39.0147	29.4694	31.9321	14.8571	15.9256	20.3534	16.1079	19.6092	17.1759	16.2935	22.6469	20.8867	18.0526	17.0268	22.62	19.6999	23.5818	18.3437	13.0689	14.8207	14.8133	13.7231	16.5324	13.4743	14.2408	14.6171	17.3488	19.1982	18.6461	15.7102	15.6233	22.1962	28.4841	16.6196	14.0594	30.7092	13.9705	22.0917	16.5431	27.9807	22.9689	17.6234	14.7334	17.1129	17.5853	15.2167	15.1872	20.8206	19.2377	16.0038	21.7764	20.3989	17.8547	19.2342	17.2901	18.3067	12.3192	15.0077	13.5161	20.0738	16.8754	14.6403	18.3979	14.8924	13.8562	16.2174	15.9515	23.4083	21.4201	19.1747	13.293	15.6171	15.3047	23.0444	24.1083	16.4931	14.93	22.1419	19.6375	18.347	14.915	26.4335	23.6797	18.9837	17.659	32.2558	18.1831	27.3341	21.3277	20.7727	17.9644	19.9512	17.4893	17.9514	17.3225	24.6831	22.6893	17.1363	16.8632	13.731	14.8892	17.1314	16.4267	17.6603	12.7251	16.2677	13.5962	26.689	19.7995	18.897	17.6921	16.9644	23.1901	21.3923	20.8446	22.8567	16.0616	21.1076	15.1407	19.9455	19.8738	14.3914	17.5727	27.9253	18.3913	21.7874	24.2687	24.0546	19.2772	26.881	24.0927	22.9045	17.7739	16.0269	14.9796	15.8752	15.8392	17.7138	16.0645	16.5598	16.3488	15.1883	12.5992
NR5A1	21.7419	23.5334	20.2394	22.9574	25.0539	23.3208	27.1281	24.9549	27.9293	25.5737	25.1407	33.3764	31.5707	30.4076	26.0967	24.1344	29.7274	23.2771	29.0478	26.2495	25.0413	21.3246	24.9207	20.686	22.2458	28.6839	21.2219	18.5965	22.9574	21.2051	25.3828	19.4965	16.4836	21.8267	20.2963	15.7182	21.8424	23.3241	21.4232	20.1274	27.8389	17.0084	28.719	22.9855	25.2242	32.2605	31.2381	33.4462	24.7329	33.2588	27.281	26.8191	25.3243	22.8567	19.0975	18.8528	27.6013	27.6013	23.8991	22.8616	20.8356	21.4386	26.0385	26.9547	36.3537	26.5308	17.483	27.7788	22.2522	26.3138	24.2704	36.2491	30.9692	22.067	25.6364	17.0513	21.297	20.5361	17.5701	23.7139	18.827	19.8223	23.0253	21.1289	21.2939	16.9241	25.2624	25.3335	24.5076	24.3615	25.3353	18.626	31.5343	25.9916	28.0807	24.0546	32.4657	24.3721	24.6351	19.8194	30.9982	30.5459	27.7049	32.4259	27.4743	26.7188	26.5385	25.246	35.8776	24.4301	30.0266	28.2104	24.1762	22.7565	26.3138	30.2263	32.7806	19.519	18.5684	19.1734	20.2277	18.503	22.1642	22.2763	20.1869	24.7347	22.0813	21.4402	26.6631	20.0333	23.3443	34.4167	29.6782	30.4866	18.9263	23.2168	22.3792	23.8991	33.7853	30.1437	20.698	24.5677	24.9387	14.9688	30.769	27.6092	24.5624	25.4011	43.1412	27.659	35.9707	20.4445	30.2699	19.8623	23.8716	22.888	14.6561	22.7646	20.2715	23.9888	22.642	23.7309	19.0962	20.6057	30.3179	22.9789	21.1411	25.928	20.8071	30.283	20.6057	24.33	36.8097	23.262	22.5037	23.9767	27.2672	20.4858	30.2786	28.624	34.1007	31.2899	25.7438	39.1343	34.7906	30.8067	26.8907	31.2538	30.1784	23.5029	24.3545	21.9149	28.6302	28.4677	31.3825	31.0407	27.4882	22.8682	18.6126	26.2949
IFNG	9.54038	11.1412	10.9415	14.7366	13.1312	10.9589	11.9934	10.3727	9.39848	10.073	10.3712	13.7528	13.8782	12.8116	14.9408	10.8161	10.1879	11.7954	12.7499	14.6055	11.0238	13.0689	9.84766	12.4988	13.4123	8.91309	9.70398	9.68233	11.7852	11.154	9.80306	12.8439	9.119	12.5024	9.82994	11.15	14.5384	12.4396	11.3363	12.9704	9.70958	11.7091	10.129	9.47053	11.2169	10.357	9.93102	11.3453	9.81296	10.7424	9.18494	11.5357	14.0817	10.3079	10.1473	10.214	12.1342	18.4923	19.6729	11.5907	11.1766	11.6829	13.6482	10.2442	11.6032	12.3209	11.138	11.7827	10.6583	12.7775	10.3533	10.2842	11.5258	12.7627	10.6208	9.78119	7.91808	10.5089	11.0931	10.7486	10.0802	10.808	9.68512	11.9636	11.5017	10.6568	11.2598	11.1717	11.2525	11.6956	9.6364	10.4515	11.4389	9.13478	10.3548	9.22739	12.3396	12.0888	10.9053	14.0432	10.7412	12.4279	10.7924	12.9377	13.2671	11.4736	11.4447	11.4504	11.1653	8.81094	10.5681	10.8255	10.0028	10.0686	11.6602	11.1862	9.47326	11.0828	9.83206	8.96332	9.46916	10.1821	11.5807	10.065	12.9163	11.2801	10.7076	10.4945	9.35659	10.4953	11.0246	12.6274	9.6364	11.5415	12.0236	10.2598	12.7398	10.9977	12.4952	13.0708	11.298	11.3396	9.43783	11.1304	15.038	11.7674	11.2838	10.6009	12.4997	12.3174	17.6679	11.1653	13.3458	12.1359	11.6032	10.1411	8.9659	10.0115	9.80236	9.26936	10.7145	12.2422	12.1184	10.3272	13.9927	10.8567	11.4043	12.6611	10.1458	13.6964	13.2562	10.0165	10.242	8.91309	10.0552	10.1166	10.0643	14.809	10.5142	10.5164	11.4183	11.8559	10.1327	15.2948	11.7598	15.0228	11.4976	14.1142	11.8764	14.459	11.0254	11.2744	12.7609	10.9266	12.4279	10.1356	11.1653	11.2056	11.5774	11.6669
VEGFA	53.1351	59.4472	34.3981	124.758	62.9175	53.9355	43.6666	323.714	87.9342	205.544	57.5797	376.394	37.7361	26.6458	126.774	36.7077	70.5947	222.184	27.862	13.7553	31.7257	50.9092	57.474	47.5396	45.2031	47.5276	16.1585	49.8996	73.0287	46.1908	55.0197	38.2066	51.6164	121.061	61.2007	34.506	42.4682	58.5429	38.1681	35.5341	48.2504	50.013	11.3953	34.222	45.6852	63.2174	77.2015	125.796	58.8548	8.64961	80.4509	144.079	11.9981	90.1668	19.033	183.878	79.4601	37.5233	61.7254	85.2211	143.194	176.213	45.4833	33.7768	12.2713	14.2994	31.146	69.0056	192.785	33.6686	66.2006	12.7857	138.656	28.8705	13.2997	46.4912	20.081	27.5	113.289	61.9817	59.3102	65.2253	20.5043	48.552	9.55793	53.8413	30.8467	39.7739	28.5797	103.469	19.6382	45.2487	9.24036	8.55448	324.648	61.8723	25.4671	22.3213	24.7151	59.0119	34.8709	28.1181	85.1121	7.46008	12.5974	21.677	8.15605	13.125	13.2337	27.8349	38.1351	7.26567	28.9079	225.978	11.7488	23.9112	76.6625	104.865	30.1133	9.13775	181.47	49.4915	21.5214	50.8358	30.3835	31.0239	94.4456	69.0554	12.7632	70.6876	25.5663	102.904	13.786	106.243	79.5575	173.808	77.9715	131.742	66.8428	51.5811	115.24	158.94	68.419	239.929	53.6255	38.0363	100.02	81.2724	92.333	70.5616	97.804	61.6965	52.3787	62.3927	189.044	119.965	32.4078	73.8941	113.866	201.24	93.3883	66.3617	48.2296	124.086	91.8817	73.4958	36.888	88.0483	115.281	102.117	61.8835	114.231	53.5116	90.7501	18.5851	83.0646	34.4247	98.7208	53.6864	36.5362	25.9851	32.7228	36.1188	175.498	350.52	128.285	23.802	34.8885	42.2279	273.083	37.1922	35.884	31.8265	132.792	32.9381	37.8395	28.3367	25.4185	15.0372	17.7873
HNF1A	51.4883	52.7575	77.6408	47.7645	55.9118	59.7477	42.7545	44.9627	60.9477	59.6144	60.2665	52.2732	67.2074	56.6865	56.7314	71.6373	52.7537	60.746	67.9083	63.8376	57.4058	51.8606	54.058	47.9714	55.2073	52.3788	54.9217	62.3107	58.1635	62.1404	55.2949	79.836	51.5106	61.1368	50.4382	56.4298	60.2274	69.6424	57.4554	58.1425	52.1829	50.7627	59.3829	60.2144	60.2101	62.4681	54.4646	58.8675	45.2781	58.622	50.1411	47.326	63.9204	54.0541	34.113	77.7415	63.0786	53.3423	62.1046	44.4762	52.5413	65.8225	73.9233	56.2755	56.1702	56.2634	49.5771	52.0402	56.8133	45.5005	51.4549	47.4728	48.5625	59.5457	59.4985	49.0513	62.1941	59.4643	52.8108	61.1544	58.4659	54.6375	58.5123	55.3307	57.2818	62.221	54.1126	58.6093	50.9715	63.9481	51.9953	53.1351	42.5701	55.4784	64.7781	68.7748	61.5655	57.1664	53.2693	73.0182	69.412	70.2725	65.9459	46.3141	58.2138	56.2188	62.8518	47.761	71.627	56.8747	64.2528	70.1055	62.1225	54.5628	47.9644	55.5224	56.9485	63.0695	47.3192	47.6647	43.9127	48.006	57.5673	54.7321	64.6708	61.9348	56.7887	48.8996	46.8139	55.0723	50.9569	67.2752	51.9166	55.1358	52.228	60.6542	69.9189	56.6131	59.877	47.4147	62.9651	45.2031	24.9854	48.7413	52.6057	55.8715	66.5856	62.4996	76.9003	90.7861	54.1828	58.3313	55.6586	45.1088	64.965	68.6659	55.271	65.7466	49.9033	54.5981	62.3242	49.6737	50.9532	52.2958	74.0353	65.1666	58.8717	49.5771	63.0423	57.9794	65.5716	47.923	60.0282	43.9855	54.7084	54.1672	53.4885	43.6477	57.9376	49.0478	71.7716	33.5693	59.2334	68.9435	68.1239	59.0374	47.8264	54.7242	60.2361	60.9038	52.2431	50.6312	71.6786	66.1791	61.7432	46.5281	63.9895	56.3202	48.3252	50.4237
ARNT	22.7008	25.246	15.8341	19.629	20.3095	17.9644	17.9308	15.2069	17.5841	23.0186	20.5597	19.2439	21.0605	17.738	21.1715	19.818	18.1099	17.2056	21.7247	17.9024	23.1534	17.4026	16.9607	32.2001	28.6694	38.6301	19.2412	18.6623	19.0165	32.3349	18.6193	15.8569	15.7363	15.6571	15.1576	20.4092	19.0755	15.6549	18.6623	18.2028	18.3225	19.6446	22.0083	17.598	29.2368	20.9364	19.2135	20.7562	14.6319	19.1127	22.9855	17.3813	17.1437	31.1146	25.8683	18.7864	19.1099	16.8171	15.5459	25.0017	17.3088	19.1416	19.1982	21.72	16.4789	19.8852	22.7368	24.2774	19.059	12.8245	17.3101	19.911	15.725	14.3314	17.6031	21.866	19.0577	20.2306	14.6836	18.4006	20.4961	17.8972	18.3662	19.2564	16.2572	20.5924	20.7248	20.6563	23.2085	13.2404	14.6456	21.6435	17.6272	18.0318	18.9032	17.0809	18.341	19.6318	31.6003	15.6842	17.3763	18.7566	16.946	22.6143	18.5577	20.3916	20.1593	19.1127	27.5655	23.3982	21.1213	22.3052	23.0601	23.3023	23.6439	16.5336	19.1609	18.3173	21.3862	16.3488	16.8462	18.471	20.8551	19.3761	17.8921	22.5654	16.2443	21.7263	43.6446	17.3525	21.4726	18.8053	20.6027	18.8175	18.8406	18.2356	22.3036	21.3908	18.9919	26.0723	17.0378	18.9563	45.3434	16.7265	17.0932	18.9632	16.9631	18.7377	20.8762	18.8392	15.0001	17.0145	20.6414	17.829	18.4497	17.4855	18.2856	14.6372	18.3252	17.4189	17.1969	17.8149	15.8729	15.8387	21.4093	19.2995	18.8094	19.3649	19.1389	21.0105	17.0047	16.4528	17.8818	19.5669	17.0158	16.9803	17.6768	15.7046	25.4359	21.1395	18.3014	24.5023	22.7597	21.5517	19.838	20.8296	17.1252	21.3385	20.4357	21.4062	16.8341	16.2092	17.8136	17.8406	22.0099	18.1008	17.5133	22.5915	20.9199	19.5895
PLAUR	167.547	103.015	81.6921	63.1741	148.489	100.074	1069.58	522.408	829.278	508.007	688.462	777.885	267.658	213.222	1590.59	188.33	361.275	1387.5	125.208	98.8294	127.548	258.095	195.618	61.6943	65.2523	269.458	71.9321	71.8855	154.881	149.531	297.947	365.728	127.236	589.88	297.218	116.396	137.661	67.3334	82.3778	90.136	90.2708	62.2794	49.3464	78.6768	201.526	129.055	118.947	87.4997	170.064	54.1282	65.9222	66.5629	58.1676	119.035	71.426	146.471	279.482	147.158	151.81	437.056	258.374	150.081	43.8029	47.3533	79.6522	59.877	111.166	53.9996	97.0845	67.4353	258.002	87.536	522.52	65.0962	77.0681	100.544	59.0969	58.6938	723.187	99.2486	114.697	144.201	36.7302	136.771	89.4357	294.808	166.836	246.873	75.0016	90.845	85.0064	51.2182	62.0017	98.7208	348.618	603.942	59.9072	458.274	101.149	485.044	393.021	379.334	807.231	108.149	94.1568	53.8093	54.8466	54.5667	384.091	74.5813	58.0473	36.1428	55.1924	240.656	102.6	57.9637	45.7404	203.525	43.7674	86.2092	87.4982	88.2134	74.7912	95.9579	54.5942	281.523	125.19	59.4182	180.791	97.4489	129.194	285.342	74.3185	71.9075	51.8568	78.5409	85.1658	48.6536	172.433	164.012	674.566	317.22	608.046	239.687	544.739	246.998	894.833	631.668	650.98	447.862	220.137	190.599	129.81	335.775	204.245	77.402	62.0911	226.655	78.8074	159.02	72.7976	180.752	122.293	120.431	122.84	325.532	75.7784	91.3915	84.416	71.8907	375.013	61.1897	87.2857	80.3568	64.3455	152.897	43.821	181.157	113.416	70.949	61.918	263.734	213.929	1964.71	1761.93	1103	226.785	114.499	323.155	2282.01	348.367	292.882	289.775	511.827	128.221	55.5424	54.9256	78.9893	49.1503	62.8699
