	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
YCL067C	0.0920297	0.2533214	0.2419461	0.3158759	0.4072504	0.3434698	0.1978159	0.1485824	0.001671	0.3731118	0.0601892	0.0281547	0.3138055	0.0801394	0.3020443	0.1194895	0.0026105	0.3088595	0.0540063	0.3042323	0.372243	0.0893067	0.3580554	0.3225823	0.0032256	0.280396	0.3310796	0.3481851	0.0656758	0.1446608	0.0822507	0.111142	0.1562503	0.1345711	0.1538445	0.003399	0.3894767	0.4041774	0.2615217	0.2459535	0.4999025	0.1823625	0.19924	0.3250181	0.0049976	0.3201098	0.3309017	0.0800332	0.0895001	0.6583618	0.2011945	0.2760487	0.0476036	0.0776387	0.1656917	0.5986043	0.1884913	0.2250504	0.0681986	0.1093766	0.2054895	0.509666	0.1781746	0.1926501	0.1298677	0.0600562	0.4264833	0.2429861	0.3382367	0.279524	0.3658872	0.6885273	0.3433236	0.0421658	0.3811596	0.2279199	0.3481466	0.1647566	0.1323856	0.4261813	0.2403975	0.4550489	0.3024447	0.4197583	0.3059062	0.1102643	0.3688463	0.1043254	0.3441313	0.5422065	0.316962	0.5069912	0.4293533	0.044872	0.1657556	0.2630722	0.1509132	0.2807903	0.2931699	0.421621	0.1436557	0.3552648	0.0519137	0.3206031	0.2445545	0.2696352	0.3634043	0.3056448	0.1941395	0.5481472	0.5792268	0.0903987	0.2411362	0.4034012	0.254455	0.6464164	0.0700828	0.3692761	0.3601835	0.1732178	0.4991297	0.0038514	0.2264908	0.4211487	0.40371	0.2486425	0.4111704	0.2051928	0.2893401	0.2859186	0.4490008	0.4024352	0.269532	0.0754047	0.3599264	0.2353371	0.5725143	0.0994347	0.401312	0.1669347	0.3880205	0.4837162	0.0515501	0.2066713	0.3693738	0.0451331	0.2277546	0.4793829	0.3020691	0.5417827	0.2394836	0.1036719	0.636647	0.3192399	0.3905779	0.3804194	0.2524386	0.3530196	0.2041272	0.1422582	0.2713669	0.4162245	0.378793	0.5101451	0.3617044	0.116075	0.6144715	0.2602617	0.126138	0.3857327	0.1395129	0.4431285	0.0025616	0.3109932	0.0170339	0.3126293	0.1084457	0.1920008	0.5782711	0.1417099	0.4773947	0.010823	0.4411049	0.3341748	0.100276	0.1505957	0.3474086	0.2676027	0.3161812	0.1714932	0.040936	0.3956932	0.2555545	0.0964327	0.1166139	0.2368408	0.1095865	0.0891603	0.384043	0.1094721
YOR140W	0.2781744	0.2549926	0.57608	0.4444643	0.2087022	0.2086676	0.4167345	0.264452	0.8440302	0.5546276	0.3935622	0.5154645	0.3976747	0.4925947	0.4882868	0.2817089	0.6091536	0.4613342	0.352499	0.6770094	0.2945824	0.3631487	0.282949	0.4690086	0.4896489	0.3445052	0.1838237	0.229701	0.1951536	0.6060788	0.3118234	0.1681699	0.8050878	0.4344635	0.5774756	0.1753067	0.5155082	0.5102428	0.4100265	0.457224	0.3533257	0.4373499	0.5976537	0.4960562	0.6601035	0.1878928	0.4247825	0.588614	0.4599802	0.660318	0.5719651	0.4968401	0.3679157	0.4711719	0.763648	0.3700169	0.5298308	0.3187261	0.6066263	0.2278722	0.3761537	0.459984	0.3911209	0.5695633	0.5407741	0.4154617	0.6124463	0.369025	0.3362491	0.197767	0.2768869	0.1604111	0.6427469	0.5736077	0.4501665	0.2970489	0.7930087	0.7488338	0.3905956	0.2207331	0.621603	0.2550264	0.3216106	0.4265494	0.2240062	0.6523299	0.3013554	0.2975358	0.5075635	0.730527	0.439481	0.542634	0.3590184	0.0969125	0.4477729	0.6816017	0.3744027	0.7781708	0.2365798	0.4874533	0.4757638	0.25315	0.4109728	0.5301188	0.1751966	0.4366671	0.4446649	0.6195494	0.6070858	0.1571524	0.2006609	0.4873351	0.3803204	0.5752395	0.4264844	0.3475902	0.4544868	0.2424382	0.3114954	0.8000243	0.447557	0.5753171	0.4578532	0.4156458	0.3917311	0.5035712	0.2961586	0.0896392	0.1224208	0.2662506	0.3721889	0.6109372	0.7492676	0.3841732	0.2004494	0.5799281	0.1363231	0.6493229	0.1790659	0.0001671	0.4454274	0.5149568	0.3893154	0.4131126	0.7170033	0.305368	0.5062865	0.1194418	0.505492	0.2049891	0.3584037	0.5088612	0.2887699	0.4715614	0.3807666	0.0654529	0.4742612	0.4966097	0.4956402	0.5360138	0.616636	0.4120562	0.5219735	0.1262902	0.3258694	0.394141	0.3281954	0.2718068	0.4487333	0.4399457	0.4542651	0.3938662	0.678132	0.2968286	0.4133599	0.4836032	0.6899679	0.5518002	0.2422109	0.1935919	0.4635387	0.2195249	0.070014	0.2967523	0.3695986	0.1753306	0.430316	0.4652732	0.3423179	0.2884333	0.4394652	0.4277955	0.2892092	0.3090621	0.5875497	0.4477751	0.5523472	0.3605189	0.4716614	0.4901828
YER045C	0.4785091	0.1217232	0.5230387	0.6692797	0.3578293	0.7103537	0.0004151	0.530586	0.7055172	0.6877923	0.6993362	0.6667278	0.740506	0.1916571	0.2999466	0.1246867	0.7889263	0.8135259	0.1586545	0.3759415	0.6581418	0.6778791	0.1759638	0.353618	0.6633557	0.7008657	0.5961157	0.6771036	0.1105375	0.3985982	0.0920578	0.087208	0.1038586	0.6943156	0.607892	0.6926115	0.3123102	0.069742	0.6283269	0.6928872	0.4553046	0.2905499	0.6418775	0.6816334	0.4351366	0.7149524	0.6929986	0.0732209	0.3281209	0.1046109	0.0249873	0.5551063	0.3251384	0.538305	0.1454335	0.6294962	0.6321681	0.645079	0.6295375	0.1041647	0.6162856	0.5812034	0.095315	0.6853406	0.4707506	0.5440392	0.7053959	0.5992413	0.3273018	0.354285	0.4281945	0.7998135	0.0612673	0.0584615	0.4433568	0.6071868	0.0845116	0.6664858	0.2787457	0.1505067	0.6357021	0.4727745	0.33269	0.6247126	0.543404	0.6010792	0.5675238	0.0642687	0.7590212	0.105187	0.0854994	0.6239041	0.6674712	0.6865712	0.1001785	0.1655888	0.0432144	0.6385997	0.4928956	0.6911601	0.0131006	0.4178001	0.7466517	0.0724538	0.6320031	0.0681663	0.730751	0.2466835	0.1094488	0.7012101	0.1737627	0.0785848	0.5335138	0.06564	0.3616586	0.157509	0.3015906	0.634884	0.285787	0.0947785	0.4972205	0.7209416	0.2809169	0.687918	0.3749617	0.7094174	0.7067421	0.7368565	0.4736644	0.742702	0.8036081	0.5967936	0.5726971	0.0160882	0.4720147	0.0575271	0.5158926	0.6744096	0.7269746	0.012565	0.6702797	0.7617385	0.3485428	0.0530561	0.1707604	0.0968843	0.0881352	0.2224989	0.1514274	0.7199106	0.113792	0.5792143	0.6789379	0.6608304	0.0180424	0.0025879	0.2774796	0.6387506	0.6466139	0.7576724	0.6670622	0.3220966	0.721561	0.6698145	0.3934503	0.0709997	0.6560667	0.3387551	0.08453	0.4597047	0.8290278	0.7075103	0.6179676	0.7836464	0.7216211	0.6163055	0.3223261	0.2678699	0.766609	0.6847496	0.7322215	0.7192369	0.7213474	0.0440738	0.163374	0.1094057	0.7732475	0.6024833	0.2946632	0.7635795	0.4030163	0.5576024	0.1230374	0.0219322	0.6724823	0.4072878	0.6299572	0.7124264	0.5547115	0.5525736
YBR112C	0.7084798	0.1533369	0.3663452	0.5028458	0.0986021	0.2729793	0.6456043	0.7682026	0.7248055	0.1061375	0.7350844	0.4189953	0.5756968	0.4655069	0.2060172	0.6603797	0.6031634	0.4771083	0.7669746	0.5460379	0.3306045	0.581776	0.3777508	0.3693892	0.3581103	0.0980506	0.1746956	0.2612651	0.621767	0.4852582	0.5889615	0.429559	0.6828117	0.4187117	0.3061269	0.0485722	0.1073654	0.4944124	0.298554	0.075357	0.598192	0.2380863	0.5295797	0.7448092	0.560249	0.3516455	0.1758998	0.8564623	0.2686607	0.6884877	0.5709966	0.0154857	0.681045	0.3567354	0.5994771	0.2841731	0.6704022	0.5283101	0.5459357	0.265933	0.6050371	0.4165921	0.7420115	0.6612677	0.7152872	0.6362391	0.0362073	0.1262132	0.7234032	0.2126316	0.5396893	0.5300041	0.6583205	0.6470192	0.3318769	0.3849151	0.5685606	0.2570535	0.4671314	0.5757334	0.1990688	0.1487032	0.1728661	0.5255504	0.0721524	0.7068519	0.0422476	0.4749515	0.1904445	0.4613826	0.4263896	0.0558068	0.5017446	0.4626999	0.7603371	0.6548787	0.5050827	0.5954857	0.2523296	0.1460725	0.7989498	0.4439117	0.5855425	0.7313013	0.274991	0.6871881	0.0484046	0.336533	0.7996815	0.0932641	0.7869699	0.7262624	0.4604977	0.4554239	0.7596054	0.1865913	0.594863	0.2637012	0.6678824	0.6196489	0.0506097	0.7128412	0.6133112	0.7401596	0.1551131	0.6117191	0.5633161	0.2615189	0.1094644	0.1678412	0.2111863	0.1052299	0.0546858	0.7161347	0.4885228	0.651853	0.1546439	0.7005795	0.6156631	0.5461657	0.0382781	0.0935044	0.2595152	0.3730181	0.4039941	0.7464818	0.6614385	0.8028229	0.4707327	0.3121502	0.5833086	0.5395177	0.146037	0.4201974	0.5897714	0.4148871	0.5880013	0.7740184	0.5576205	0.721207	0.4709865	0.0078536	0.7121277	0.1218805	0.1741147	0.668018	0.2311627	0.230125	0.6320539	0.2637101	0.7756043	0.2415007	0.7513076	0.0174784	0.5979839	0.4951633	0.4519162	0.5535299	0.6221036	0.3385982	0.0878502	0.7196142	0.5141708	0.1353279	0.5992688	0.745524	0.2172545	0.0696915	0.3566337	0.4286323	0.5736572	0.1790704	0.7033514	0.6642264	0.1526209	0.5890145	0.5243581	0.5731932	0.6536813	0.3515757
YML051W	0.0524365	0.6693163	0.2352815	0.0142536	0.6752876	0.797747	0.1168684	0.000702	0.0207118	0.668615	0.3408277	0.1398885	0.0003095	0.0976363	0.6763732	0.0991396	1e-05	0.6453601	0.1305315	0.1525801	0.6189879	0.0030893	0.2504078	0.5019775	0.3043485	0.5803502	0.7755244	0.8370847	0.1883306	0.3782907	0.1360785	0.0265039	0.1084967	0.2284902	0.0329049	0.0726483	0.5557675	0.1872841	0.3958447	0.694763	0.5723241	0.0830943	0.2229415	0.010713	0.0407704	0.8019833	0.7287744	2.14e-05	0.0424536	0.0214763	0.5008283	0.6121873	0.2345447	0.2000706	0.2273615	0.7445794	0.1038567	0.3005086	0.3084291	0.0022504	0.103806	0.0356972	0.0001676	0.2241031	1e-06	0.0004792	0.5920664	0.3355528	0.0003139	0.6695926	2.57e-05	0.6243918	0.085974	0.0025324	0.8596702	0.0094047	0.0492802	0.23553	0.0725336	2.6e-06	0.2630059	0.8347494	0.7451375	0.0514039	0.8625543	0.3039982	0.7163073	0.0013317	0.6374459	0.1127977	0.0002732	0.672582	0.5932025	0.450843	0.081517	0.0012493	0.070179	0.1048986	0.7396533	0.1474021	0.0016605	0.8577088	0.0503061	0.1663787	0.1141827	0.0234396	0.6021983	0.3188186	0.1610033	0.7692599	0.007927	0.0031915	0.1480356	0.8040048	0.0165849	0.0077478	0.0776378	0.634562	0.2063527	0.0001191	0.7023996	0.1647469	0.0431397	0.0005472	0.7334073	0.0043479	0.4238762	0.1403077	0.7122827	0.2872186	0.0356329	0.5265903	0.0435898	0.0402598	0.6216926	0.1045423	0.6750214	0.1894675	0.7554299	0.0277803	0.6381626	0.8884866	0.3363155	0.0501257	0.0142939	0.2865482	0.0379317	0.2748692	0.0013229	0.8297272	6.81e-05	0.0230516	0.6671843	0.6373232	0.2687792	0.2968505	0.00027	0.0108185	0.2164422	0.0276684	0.0383118	0.7053792	0.001345	0.6617741	0.6774716	0.0309279	0.6558733	0.7457052	0.0158694	0.2888656	2.76e-05	0.668762	0.0007114	0.5354994	0.0848208	0.6207111	0.0178897	0.0027616	0.6003513	0.2645416	0.6405026	0.0014422	0.6869796	0.7712387	0.0274953	0.0002156	0.2445187	0.0129944	0.606909	0.0207057	0.1201187	0.8374125	0.2374941	0.1839743	0.1032403	0.0607364	0.011715	0.1410783	0.1021618	0.000366
YPL230W	0.6582776	0.0368427	0.1230823	0.6892458	4.97e-05	8.4e-05	0.6754767	0.8680031	0.723278	0.4856761	0.6698175	0.0015356	0.6143161	0.6607264	0.1326981	0.6635917	0.2429713	0.1479516	0.7246174	0.7185216	0.000291	0.0050604	0.0985636	0.0381957	0.826561	0.2904662	0.2228084	0.0010376	0.7755702	0.098436	0.3060103	0.6386553	0.6819791	0.5325148	0.1371815	8.76e-05	4.43e-05	0.575806	0.3360792	0.0587251	0.0150137	2.58e-05	0.0119705	0.5900519	0.5798354	0.0495607	0.0008187	0.7655129	0.122885	0.3510802	0.0876723	0.0224484	0.3568065	6.5e-06	0.6927555	0.0416819	0.7491295	0.153382	0.547529	0.6337894	0.6108979	0.2276301	0.66282	0.839643	0.6953039	0.5638568	0.043033	0.0508579	0.6650791	0.0002813	0.3715757	0.000223	0.7983348	0.6455699	0.2352595	0.7200511	0.3465089	3.91e-05	0.5759431	0.458461	0.0742288	0.0007735	0.5027752	0.0030709	0.131442	0.1249079	0.170853	0.6209845	5.03e-05	0.0219999	0.6485906	0.0001725	0.0125396	0.0310144	0.2334465	0.5210156	0.6105447	0.0257837	0.1162059	0.2131057	0.5789745	3.83e-05	0.6370275	0.5073044	0.2299494	0.5147554	0.0002343	0.0019632	0.4381311	6.17e-05	0.7147377	0.6423858	0.7012344	0.0449805	0.6922658	0.1413178	0.5358373	0.0001998	0.2626254	0.6174137	4.6e-06	0.7089187	0.029486	0.7501392	0.0009671	0.7143382	0.1168119	0.2390522	0.376113	0.1531204	1.63e-05	0.0662626	0.1494262	0.7222841	7.75e-05	0.6877575	0.077749	0.6669282	0.0003659	0.387353	0.0003082	0	0.0016896	0.6704637	0.6178595	0.6317798	0.0267265	0.4314076	0.6390784	0.0787104	0.662522	0.6381914	0.0001448	0.0005646	0.5860011	0.4726022	0.4141391	0.4684786	0.2434996	0.7444015	0.6035117	0.0002903	0.6237742	0.1010719	0.0003715	0.7225484	0.232533	0.1933121	0.669331	4e-04	0.6905266	0.000146	0.6211633	0.1484067	0.3482401	0.0642878	0.8433204	0.6936206	0.0005744	0.0002899	0.1884551	0.6752706	0.188411	0.0093394	0.6278123	0.5458421	0.1347218	1.13e-05	0.0059887	0.3104387	0.8171678	0.2232603	0.5546916	0.6518648	0.2580174	0.5311666	0.6528423	0.5199257	0.4888008	0.756096
YCR097W	0.6953418	0.7038006	0.5247532	0.6311779	0.8838423	0.5775802	0.69845	0.5550444	0.578088	0.6185308	0.5639515	0.7195224	0.7705405	0.7355656	0.7023838	0.6575053	0.4980483	0.7408372	0.731512	0.7718962	0.6573851	0.6260555	0.6718255	0.7345864	0.2744403	0.7724237	0.414484	0.5076393	0.7410162	0.6323665	0.8112455	0.7520996	0.7716035	0.5657005	0.7511244	0.7330819	0.7290598	0.6640205	0.7423598	0.3828392	0.4946422	0.751158	0.7915899	0.7743413	0.8416638	0.6521056	0.5883686	0.6395738	0.3669955	0.6925194	0.8394538	0.4294758	0.378462	0.7268974	0.7579072	0.8146203	0.254929	0.6482524	0.6831131	0.7347066	0.6098679	0.2792726	0.6038021	0.6165363	0.8620358	0.4374864	0.5645535	0.7233566	0.35179	0.3825093	0.5847068	0.6171143	0.6408673	0.7357546	0.6529585	0.7466824	0.580361	0.5916782	0.6645754	0.6806628	0.6442221	0.675527	0.6144535	0.5936986	0.5419264	0.6295141	0.6658526	0.7881909	0.7232392	0.7079776	0.8237438	0.6031559	0.7541035	0.8690259	0.5706362	0.5790677	0.6726823	0.7633436	0.5975287	0.6664031	0.585224	0.6975356	0.4043087	0.7216533	0.6459061	0.6800316	0.1495409	0.7692081	0.6534653	0.5933673	0.5590779	0.6078527	0.6818696	0.7054971	0.7392086	0.6785174	0.7170116	0.4292329	0.8524331	0.0757471	0.6965067	0.3533063	0.7628359	0.7547369	0.7160849	0.6999522	0.6415791	0.5836413	0.6321402	0.5021353	0.6455881	0.6805198	0.6012278	0.6606223	0.7785229	0.5921962	0.68503	0.6626039	0.5466759	0.5653711	0.6524359	0.7401859	0.4442447	0.7388274	0.6667885	0.5756754	0.6927713	0.7287693	0.6010741	0.5951656	0.6525326	0.5547474	0.4262734	0.4682502	0.6333843	0.6595695	0.6775701	0.6232623	0.5615158	0.3507045	0.6724243	0.5709997	0.7499461	0.710647	0.6522294	0.6965337	0.6739936	0.6409596	0.5597294	0.709853	0.5773818	0.7000057	0.6460032	0.8806691	0.6451868	0.4921446	0.8020122	0.5646962	0.8344723	0.6948411	0.6203885	0.6471935	0.789351	0.7320719	0.7825788	0.7609818	0.6572077	0.606724	0.5796359	0.7238367	0.6769926	0.6087015	0.4931943	0.716903	0.7157539	0.7800324	0.6380448	0.4196567	0.8116449	0.712967
YCR040W	0.127388	0.0156998	0.1570892	0.2683719	0.0416249	0.0621997	0.3096082	0.184606	0.2524839	0.2912809	0.2779205	0.1756353	0.2359326	0.4071079	0.0259671	0.107868	0.1938635	0.1611299	0.1312029	0.1714505	0.2768859	0.06789	0.0991617	0.2469059	0.1966983	0.2511081	0.035783	0.0043162	0.3352246	0.2628386	0.2059296	0.0889612	0.1964955	0.275766	0.2175461	0.1772178	0.1944847	0.19825	0.2294803	0.1226411	0.324557	0.1199487	0.0552266	0.2466764	0.2855065	0.0277695	0.1057206	0.0956895	0.0292049	0.0448019	0.2729841	0.0415601	0.2573498	0.3940242	0.14477	0.0063712	0.2475596	0.2188604	0.2891039	0.0484798	0.1553755	0.1056026	0.2197056	0.0514964	0.2127944	0.2482039	0.147557	0.1016379	0.2563226	0.0381772	0.1922152	0.2406684	0.3541865	0.1825888	0.0438397	0.3492739	0.0794059	0.1796788	0.2230433	0.1886972	0.0553332	0.0201324	0.0538181	0.213429	0.0514616	0.3862851	0.019364	0.1745128	0.0020387	0.2172408	0.3361186	0.0456661	0.0740661	0.3946313	0.2298265	0.1224191	0.2233228	0.2221347	0.006303	0.1173261	0.1724687	0.017109	0.1000904	0.2412428	0.1584296	0.0403758	0.3011498	0.2072288	0.462871	0.0165905	0.2063766	0.2696494	0.2572071	0.2071163	0.5683123	0.119482	0.3481944	0.0342139	0.3435411	0.1747691	0.2112873	0.1182122	0.3995614	0.2795815	0.069252	0.2977905	0.1344074	0.1846262	0.0127169	0.1681231	0.2758885	0.0453422	0.0806142	0.1181581	0.0443361	0.1415631	0.0944631	0.063026	0.0260774	0.2033581	0.0449389	0.0255056	0.0817238	0.0621404	0.2004962	0.2295751	0.1824202	0.1488856	0.1128258	0.0490023	0.0902888	0.181158	0.1064458	0.0585981	0.1820173	0.1969126	0.233293	0.2184369	0.3140611	0.0704509	0.173916	0.156023	0.1666892	0.0054751	0.0505777	0.0593871	0.0778153	0.0482767	0.3151912	0.1612249	0.3109406	0.1075651	0.2560195	0.0354103	0.1722162	0.0273648	0.0450882	0.0716642	0.0119138	0.1145638	0.1121428	0.2315704	0.12443	0.0278053	0.0980547	0.2689927	0.2666059	0.0680823	0.107591	0.2432964	0.2850594	0.0951988	0.1120119	0.2746587	0.0678712	0.3265372	0.0780061	0.3494615	0.1705977	0.2288109
YJL056C	0.6616486	0.5745237	0.642751	0.6520524	0.7067356	0.3968309	0.7015027	0.6933748	0.6003868	0.5350073	0.6226647	0.7413058	0.5507675	0.3792776	0.6975016	0.8498775	0.716013	0.3985135	0.5760668	0.4729066	0.4050476	0.5700712	0.6184224	0.603	0.7913741	0.7032218	0.7503364	0.5040109	0.4275267	0.5137726	0.705471	0.5730205	0.6665507	0.6718916	0.5996749	0.6565512	0.4265347	0.7658321	0.568244	0.6780921	0.4800246	0.6395827	0.7217301	0.5127699	0.6435441	0.555708	0.4938323	0.7264549	0.7487002	0.6299325	0.3596224	0.9434406	0.5308256	0.3595393	0.687813	0.676045	0.7849649	0.6486785	0.7112155	0.8000458	0.5690787	0.7267527	0.6570848	0.5232282	0.8556834	0.5528867	0.6019864	0.7216733	0.6133199	0.692144	0.6152359	0.3903501	0.6703723	0.5896653	0.5933297	0.6173641	0.6757454	0.7950771	0.6703296	0.6492871	0.738591	0.7094003	0.539797	0.6351004	0.6768583	0.4671845	0.7917865	0.6959092	0.7256303	0.6806765	0.7569839	0.8156284	0.686992	0.2090777	0.6879244	0.5891917	0.7259922	0.6402334	0.6642021	0.7578913	0.5981175	0.7025491	0.4455852	0.6866437	0.7293498	0.6537822	0.449302	0.6028178	0.0821891	0.8915693	0.7148522	0.7191268	0.7591916	0.7705799	0.1259153	0.7854928	0.4866623	0.6285613	0.6351758	0.6965204	0.6587605	0.7823922	0.4065065	0.6660357	0.6296828	0.4117537	0.5976499	0.7840178	0.6975413	0.6874194	0.738457	0.6260937	0.7150019	0.6652052	0.6324735	0.667421	0.501502	0.6627992	0.7497542	0.6316762	0.6867122	0.6585405	0.6527698	0.7834021	0.6559035	0.7889803	0.7202504	0.641159	0.5967413	0.6650121	0.737355	0.5571845	0.746576	0.7100483	0.5965954	0.7306958	0.722243	0.7294874	0.5366075	0.6643078	0.6330003	0.6496502	0.6647125	0.6876977	0.8302653	0.6327301	0.5842969	0.605842	0.4437069	0.4814369	0.487393	0.7296092	0.6291444	0.6567232	0.7961032	0.7875227	0.7041017	0.7956123	0.8871872	0.5829272	0.559311	0.6433856	0.4649252	0.6734831	0.752032	0.5344783	0.4912069	0.7317464	0.4723217	0.6446758	0.8059211	0.6821331	0.46118	0.3935663	0.8531809	0.4342941	0.818006	0.5723771	0.7115703	0.73002
YJL158C	0.6710655	0.1728046	0.1216807	0.726059	0.1105798	0.2538579	0.799339	0.7273981	0.6075078	0.6104523	0.6683257	0.4940764	0.6894282	0.3159163	0.2499538	0.6700497	0.6167799	0.6444493	0.5691934	0.5608701	0.216473	0.4196444	0.4453418	0.409995	0.6370044	0.2764204	0.0218195	0.4229273	0.2838954	0.8457817	0.5347388	0.4146777	0.5998305	0.5863586	0.6360415	0.4348277	0.1410946	0.5834603	0.2253108	0.1592217	0.5269636	0.4097353	0.6217811	0.5711689	0.6745272	0.3393228	0.0703471	0.661863	0.3910479	0.5861165	0.4064952	0.3685212	0.6400089	0.7862062	0.3840087	0.2782515	0.5496973	0.5153418	0.6372809	0.6479971	0.6307217	0.4226204	0.6662403	0.5133255	0.8754188	0.6505099	0.1955012	0.218419	0.6359047	0.2319093	0.8183783	0.3078732	0.3621213	0.5192545	0.3177021	0.6475949	0.5938005	0.1779854	0.5711733	0.3574364	0.2178251	0.1680902	0.1481249	0.4823259	0.1444139	0.4650428	0.1769436	0.702093	0.3148021	0.5161026	0.5944238	0.0999775	0.413178	0.6387277	0.5493183	0.6044062	0.7396548	0.177802	0.050172	0.2851565	0.7162573	0.4161594	0.6172149	0.4307279	0.6342381	0.731945	0.1921512	0.5531977	0.4639252	0.2136897	0.3481204	0.2612905	0.4562831	0.1651214	0.3858413	0.6334037	0.5517627	0.1087038	0.4636375	0.4902654	0.549315	0.4418109	0.3250902	0.6486988	0.1809671	0.228929	0.7066811	0.6746453	0.1031786	0.4861789	0.4910746	0.1925412	0.3937259	0.4576718	0.0643217	0.6666905	0.2896262	0.7030922	0.068903	0.5233719	0.1123393	0.3311006	0.5151281	0.6519008	0.6560007	0.5631174	0.4601259	0.7666864	0.5704312	0.2148709	0.5922022	0.4768377	0.4179895	0.4009099	0.5126979	0.653896	0.788194	0.6264942	0.3065245	0.4228394	0.6218981	0.2547217	0.4321932	0.0006165	0.1041706	0.5418719	0.1881527	0.1962859	0.5194791	0.2278421	0.354869	0.12686	0.4080474	0.2295531	0.3158835	0.2610039	0.3375464	0.5944961	0.2104359	0.5716351	0.1391864	0.3121015	0.1416166	0.5066437	0.2928796	0.2472764	0.1884209	0.1035369	0.1644613	0.5862406	0.6484812	0.3693289	0.7307939	0.5613456	0.6162995	0.7162803	0.5758887	0.4888063	0.704646	0.5798566
YNR017W	0.2000593	0.2150143	0.4460612	0.2787482	0.4485596	0.7183448	0.1360703	0.2523741	0.4969663	0.4077105	0.2987743	0.5428183	0.3947351	0.0055799	0.3638347	0.056265	0.5636647	0.612359	0.0792786	0.0268436	0.3789265	0.2371587	0.0212576	0.4844903	0.0885784	0.7133414	0.5872082	0.4098089	0.2084697	0.0689893	0.1477479	0.4258342	0.0145823	0.3343615	0.3559226	0.2281324	0.347774	0.009222	0.6391562	0.4106995	0.3588347	0.1524692	0.1844688	0.0954849	0.3750626	0.2291917	0.5611991	0.0850328	0.2662901	0.0751709	0.0486525	0.381397	0.2880886	0.3507524	0.0293507	0.3663985	0.2123536	0.7493162	0.1512581	0.0356377	0.3494846	0.3961294	0.0782351	0.3489276	0.6308489	0.3354461	0.4969842	0.7251931	0.2021531	0.5367865	0.2020778	0.4530473	0.0848303	0.295343	0.4456315	0.1809966	0.0993828	0.4117686	0.2896126	0.0353745	0.5193082	0.3356358	0.4555733	0.3754877	0.5959549	0.4166361	0.4842161	0.1600462	0.4841301	0.0733652	0.4401316	0.5954002	0.6283132	0.0950575	0.1459072	0.2702132	0.108356	0.2750732	0.1622149	0.6777968	0.068497	0.111377	0.2151377	0.3135521	0.5037309	0.5242303	0.3221611	0.3408475	0.0181694	0.2990819	0.3718747	0.010045	0.1976961	0.2925964	0.198359	0.0485334	0.5123391	0.4550407	0.5856103	0.0858042	0.2640033	0.1974959	0.166955	0.5370061	0.3874035	0.5035244	0.5492794	0.295867	0.6787935	0.2802306	0.4954364	0.6875442	0.5612488	0.0089448	0.4967421	0.0060297	0.5592993	0.2317881	0.2029423	0.0055431	0.75167	0.4851822	0.1686776	0.2951744	0.1028256	0.0189214	0.2945099	0.1350751	0.0258535	0.4731686	0.067783	0.1366896	0.5568572	0.6659398	0.0940285	0.1334636	0.0060971	0.2824322	0.4477304	0.3126526	0.1390454	0.4973532	0.1487482	0.3647427	0.472476	0.0329964	0.561777	0.1943955	0.3001865	0.624073	0.3648523	0.5074867	0.3795381	0.7069975	0.4111066	0.5232399	0.0519337	0.2424301	0.7350765	0.6039953	0.3848504	0.2554699	0.54765	0.1963764	0.1564521	0.0120809	0.4054931	0.2832874	0.4106824	0.3513618	0.1115162	0.4978887	0.0177553	0.029877	0.7052104	0.2638154	0.5611965	0.3287956	0.1319706	0.2670322
